"","brewery_name","beer_name","all","aroma","appearance","palate","abv","taste","count"
"1992","Asahi Breweries Ltd","Asahi Zeitaku Biyori",3,3,3,3.5,5.5,3,1
"1993","Asahi Breweries Ltd","Clear Asahi",3.75,2.75,2.25,3.5,5,3.5,2
"1994","Asahi Breweries Ltd","Prime Time",3.38888888888889,3,3.11111111111111,3.33333333333333,5.5,3.16666666666667,9
"1995","Asahi Breweries Ltd","The Master",3.75,3.5,3.66666666666667,3.75,5.5,3.33333333333333,6
"1996","Ascot Ales","Alligator American Style Beer",3.75,3.5,3.25,4,4.6,3.5,2
"1997","Ascot Ales","Anastasia's Exile Stout",3,4.5,3.5,4,5,4,1
"1998","Ascot Ales","Anastasia's Imperial Stout",3.25,3.25,4,3.5,8,3.75,2
"1999","Ascot Ales","Posh Pooch",3.5,3.5,3.25,3.5,4.2,3.75,2
"2000","Ascot Ales","Royal IPA",3.5,3.5,3.5,3.5,4.6,3.5,1
"2001","Asher Brewing Company","Green Bullet Organic IPA",3.83333333333333,3.41666666666667,4,3.66666666666667,7.2,3.75,6
"2002","Asher Brewing Company","Green Lantern Organic Kolsh",3,2.5,2.5,3,4.8,3,1
"2003","Asher Brewing Company","Green Monstah Organic Strong Ale",3.375,3.5,4,3.25,9.2,3.5,8
"2004","Asher Brewing Company","Greenade Organic Double IPA",3.5,3.8,3.6,3.7,9,3.4,5
"2005","Asher Brewing Company","Tree Hugger Organic Amber",3.25,3.5,3.75,3,6,3,2
"2006","Asheville Brewing Company","Escape Artist Pale Ale",3.55,3.4,3.9,3.7,5.5,3.4,10
"2007","Asheville Brewing Company","Fire Escape",4.33333333333333,4.5,4,4,5.5,4.33333333333333,3
"2008","Asheville Brewing Company","Houdini ESP",4.16666666666667,3.16666666666667,3.5,3.66666666666667,5.5,3.83333333333333,3
"2009","Asheville Brewing Company","Ninja Porter",3.56944444444444,3.38888888888889,3.63888888888889,3.375,5.25,3.52777777777778,36
"2010","Asheville Brewing Company","Old School Pale Ale",4.29166666666667,3.58333333333333,3.625,3.91666666666667,3.2,3.95833333333333,12
"2011","Asheville Brewing Company","Red Light",4,3.83333333333333,3.91666666666667,3.91666666666667,5.2,4,6
"2012","Asheville Brewing Company","Rocket Girl",3.33333333333333,3.16666666666667,3.83333333333333,3.66666666666667,3.2,3.33333333333333,3
"2013","Asheville Brewing Company","Roland's ESB",3.5,3.125,3.875,3.625,5,3.5,4
"2014","Asheville Brewing Company","Scottish Brown Ale",4,3.625,3.875,3.875,4.7,3.75,4
"2015","Asheville Brewing Company","Scout Stout",3.7,3.5,3.9,3.6,5.5,3.7,5
"2016","Asheville Brewing Company","Shiva IPA",3.7625,3.4625,3.725,3.55,6,3.4875,40
"2017","Asheville Brewing Company","Shiva Ratri",3.25,3.5,3,3.25,9.5,3.5,2
"2018","Asheville Pizza and Brewing Co.","Houdini ESP",4.14285714285714,3.64285714285714,3.78571428571429,3.92857142857143,5.9,4.07142857142857,7
"2019","Asheville Pizza and Brewing Co.","Mars Zen Oktoberfest",3.5,3.25,3.25,3,4.5,3,2
"2020","Asheville Pizza and Brewing Co.","Rocket Girl",3.33333333333333,2.83333333333333,3.5,3,3.2,2.83333333333333,3
"2021","Asheville Pizza and Brewing Co.","Rolands ESB",3.5,3.2,3.7,3.6,5,3.3,5
"2022","Asheville Pizza and Brewing Co.","Rook Porter",3.5,4,4.25,4,5.8,3.5,2
"2023","Asheville Pizza and Brewing Co.","Scottish Ale",4,3.41666666666667,3.83333333333333,3.58333333333333,4,3.83333333333333,6
"2024","Asheville Pizza and Brewing Co.","Scottish Brown",4,3,3.5,4,5,4,1
"2025","Asheville Pizza and Brewing Co.","Scout Stout",4.125,4,3.75,3.875,5.3,4.125,4
"2026","Asheville Pizza and Brewing Co.","Shiva IPA",4.02631578947368,3.63157894736842,3.71052631578947,3.81578947368421,5.3,3.92105263157895,19
"2027","Asheville Pizza and Brewing Co.","Shiva Ratri",3.5,3.5,3,3.5,9.5,3.5,1
"2028","Asia Pacific Breweries Ltd.","ABC Extra Stout",3.46153846153846,3.26923076923077,3.57692307692308,3.46153846153846,7,3.42307692307692,13
"2029","Asia Pacific Breweries Ltd.","Anchor Pilsener",2.5,2.20833333333333,2.25,2.375,3.7,2.33333333333333,12
"2030","Asia Pacific Breweries Ltd.","Baron's Strong Brew",2.25,2,2,2.5,8.8,2.25,4
"2031","Asia Pacific Breweries Ltd.","Tiger Beer",3.03894080996885,2.65420560747664,2.9190031152648,2.87538940809969,5,2.76947040498442,321
"2032","Asia Pacific Breweries Ltd.","Tiger Classic Special Edition",2,2.25,2.5,2,5.5,2,2
"2033","Asia Pacific Breweries Ltd.","Tiger Crystal Light",2.25,2.25,2.75,2.75,4.1,2,2
"2034","Asmara Breweries","Asmara Lager Beer",4,3.5,3.5,3,5,3.5,1
"2035","Aspen Brewing Co.","Conundrum Red Ale",3.25,3.5,3.5,3.75,7,4.25,2
"2036","Aspen Brewing Co.","Independence Pass Ale I.P.A.",3.8,4.3,4.3,4,7.5,4,5
"2037","Aspen Brewing Co.","Pyramid Peak Porter",4,3.25,3.5,4.5,5.7,3.5,2
"2038","Ass Clown Brewing","Orange Peel Dark Chocolate Porter",4,4,4,4,7.5,3.5,1
"2039","Ass Kisser Ales","Ass Kisser Double IPA",3.28260869565217,3.33695652173913,3.58152173913043,3.40217391304348,9,3.20652173913043,92
"2040","Ass Kisser Ales","Ass Kisser Smoked Porter",3.64516129032258,3.70967741935484,3.67741935483871,3.67741935483871,8.03,3.75806451612903,31
"2041","Ass Kisser Ales","Ass Kisser Vanilla Pale Ale",2.625,2.5,2.625,2.75,5.5,2.375,4
"2042","Associated Breweries & Distilleries Ltd.","Maharaja Premium India Pilsner",2.90506329113924,2.71518987341772,2.82911392405063,2.76582278481013,5,2.68987341772152,79
"2043","Associated Breweries & Distilleries Ltd.","Maharaja Premium Lager",2.75,2.75,3,2.75,5,3.25,2
"2044","AstikA (Interbrew)","Astika Lux Premium",3.5,3.5,3.66666666666667,3.16666666666667,4.9,3.66666666666667,3
"2045","AstikA (Interbrew)","Burgasko Svetlo",2.75,3,3,3,4.4,2.5,2
"2046","Astoria Brewing Company / Wet Dog Cafe","Battle Bitch Imperial IPA",4.5,4.5,4.5,4.5,9,4.5,1
"2047","Astoria Brewing Company / Wet Dog Cafe","Bitter Bitch Imperial IPA",4.18181818181818,4.27272727272727,4.04545454545455,4.13636363636364,9.6,4.27272727272727,11
"2048","Astoria Brewing Company / Wet Dog Cafe","Espresso Stout",4,4.5,4.5,4,7.5,4,1
"2049","Astoria Brewing Company / Wet Dog Cafe","Imperial Oatmeal Stout",4.33333333333333,3.66666666666667,3.83333333333333,4.5,7.7,4.16666666666667,3
"2050","Astoria Brewing Company / Wet Dog Cafe","Killer Whale Citra Pale Ale",4.75,4.5,4.5,4.75,5.5,4.75,2
"2051","Astoria Brewing Company / Wet Dog Cafe","Moon Beam Blue",5,3.5,3.5,4,4.2,3.5,1
"2052","Astoria Brewing Company / Wet Dog Cafe","Old Redbeard's Amber Ale",3,3,3.5,3.5,6.5,3,2
"2053","Astoria Brewing Company / Wet Dog Cafe","Poop Deck Porter",4.16666666666667,3.33333333333333,3.33333333333333,3.83333333333333,6.2,4.16666666666667,3
"2054","Astoria Brewing Company / Wet Dog Cafe","Solar Dog IPA",3.25,3.25,3.25,2.75,6.2,2.75,2
"2055","Astoria Brewing Company / Wet Dog Cafe","Stone Cold Strong Ale",3.5,3,3,3,6.5,3,1
"2056","Astoria Brewing Company / Wet Dog Cafe","Volksweissen",3.33333333333333,3.5,3.83333333333333,3.5,5.3,3.5,3
"2057","Astoria Brewing Company / Wet Dog Cafe","West Coast Lager",4,4,4,4,5.7,4,1
"2058","Åsundens Bryggeri","Asundi",4,3.5,4.5,4.5,6,4,1
"2059","Athenian Brewery","Alfa",2.93023255813953,2.68604651162791,2.98837209302326,2.84883720930233,5,2.84883720930233,43
"2060","Athenian Brewery","Bios 5",3,2.75,3,3,5,3,2
"2061","Athenian Brewery","Furstenbrau",3.5,2.5,3,3.5,4.3,3.5,1
"2062","Athenian Brewery","Marathon",3.08333333333333,2.85416666666667,3.02083333333333,2.875,5,2.85416666666667,24
"2063","Athenian Brewery","Zorbas Beer",3,3,4,2.5,5,2.5,1
"2064","Atlantic Brewery","Atlantic Blue",4,4,4,4,4.8,3.5,1
"2065","Atlantic Brewing Company","Bar Harbor Blueberry Ale",3.43308550185874,3.59851301115242,3.54275092936803,3.37360594795539,5.2,3.42565055762082,269
"2066","Atlantic Brewing Company","Bar Harbor Real Ale",3.60336538461538,3.43990384615385,3.69471153846154,3.43028846153846,5.2,3.52163461538462,208
"2067","Atlantic Brewing Company","Brother Adam's Bragget Ale",3.77364864864865,3.88513513513514,3.80405405405405,3.82094594594595,11.8,3.90878378378378,148
"2068","Atlantic Brewing Company","Coal Porter",3.77651515151515,3.70643939393939,3.88068181818182,3.59848484848485,6.5,3.76136363636364,264
"2069","Atlantic Brewing Company","Foonf Zane Auld Ale",4.06666666666667,3.73333333333333,3.76666666666667,3.96666666666667,7.3,4.01666666666667,30
"2070","Atlantic Brewing Company","MacFoochie's 7+ Scottish Ale",4.02739726027397,3.86301369863014,3.95890410958904,3.88356164383562,7.8,4.03424657534247,73
"2071","Atlantic Brewing Company","Manly Men Beer Club Blackstrapped Molasses",3.42307692307692,3.65384615384615,3.5,3.57692307692308,7.6,3.57692307692308,13
"2072","Atlantic Brewing Company","Manly Men Beer Club El Hefe",3.32142857142857,3.35714285714286,3.67857142857143,3.71428571428571,9,3.42857142857143,14
"2073","Atlantic Brewing Company","Manly Men Beer Club Pete Fen's Finest Ale",3.5,3.5,3.5,3.5,8.5,3.5,2
"2074","Atlantic Brewing Company","Manly Men Beer Club Sea Smoke",3.859375,3.671875,3.859375,3.828125,7.7,3.859375,32
"2075","Atlantic Brewing Company","Mount Desert Island Ginger",3.39344262295082,3.41393442622951,3.35655737704918,3.39754098360656,5.2,3.38524590163934,122
"2076","Atlantic Brewing Company","New Guy IPA",4,4,4,3,5.8,4,1
"2077","Atlantic Brewing Company","S.O.B. (Special Old Bitter Ale)",3.66666666666667,3.5530303030303,3.75757575757576,3.59848484848485,5.5,3.56060606060606,66
"2078","Atlas Brewery Ltd","Blizzard",3.5,3.5,3.5,3.5,4.7,3.5,1
"2079","Atlas Brewery Ltd","Latitude",4.35714285714286,3.92857142857143,3.71428571428571,3.71428571428571,3.6,4,7
"2080","Atlas Brewery Ltd","Nimbus Strong Pale Ale",3.6,3.4,3.75,3.6,5,3.6,10
"2081","Atlas Brewery Ltd","Three Sisters",3.67857142857143,3.71428571428571,3.75,3.57142857142857,4.2,3.71428571428571,14
"2082","Atlas Brewery Ltd","Wayfarer IPA",3,3,3,3,4.4,3,1
"2083","Atna Bryggeri","Atna Øl Nakenbad",4,3.5,4,4,4,4,1
"2084","Atomic Brewery","Atomic Bomb",4,4.5,4.5,4.5,5.2,4,2
"2085","Atomic Brewery","Atomic Fusion",4.25,3.5,4,3.5,4.1,3.75,2
"2086","Atwater Block Brewery","Atwater Bloktoberfest",3.28070175438596,3.28947368421053,3.85087719298246,3.47368421052632,6.3,3.21052631578947,57
"2087","Atwater Block Brewery","Atwater Bourbon Barrel Aged Shaman's Porter",3.22222222222222,3.22222222222222,3.88888888888889,3.38888888888889,6.8,3.38888888888889,9
"2088","Atwater Block Brewery","Atwater Cherry Stout",2.95161290322581,3.03225806451613,3.48387096774194,2.87903225806452,6.5,2.87096774193548,62
"2089","Atwater Block Brewery","Atwater Conniption Fit Double IPA",3.6875,3.4375,3.9375,3.625,8,3.5,8
"2090","Atwater Block Brewery","Atwater D Light",3.65384615384615,3.30769230769231,3.53846153846154,3.30769230769231,4.5,3.23076923076923,13
"2091","Atwater Block Brewery","Atwater Double Down Imperial Amber Ale",3.04761904761905,3.42857142857143,3.66666666666667,2.95238095238095,7.5,2.9047619047619,21
"2092","Atwater Block Brewery","Atwater Dunkel",3.3968253968254,3.38888888888889,3.66666666666667,3.29365079365079,5.6,3.38888888888889,63
"2093","Atwater Block Brewery","Atwater Grand Circus IPA",2.91176470588235,2.73529411764706,3.5,3.20588235294118,4.2,2.88235294117647,17
"2094","Atwater Block Brewery","Atwater Hefeweizen",3.75,3.75,3.75,4.25,5.2,3.75,2
"2095","Atwater Block Brewery","Atwater Hell Pale Lager",3.27941176470588,3.02941176470588,3.32352941176471,3.08823529411765,5,3.08823529411765,34
"2096","Atwater Block Brewery","Atwater Hopstrike",3.5,3.5,4.5,3.5,5.4,3.5,1
"2097","Atwater Block Brewery","Atwater Maibock",3.26388888888889,3.25,3.45833333333333,3.33333333333333,7.5,3.16666666666667,36
"2098","Atwater Block Brewery","Atwater Rost",2.82608695652174,3.02173913043478,3.26086956521739,2.93478260869565,5,2.76086956521739,23
"2099","Atwater Block Brewery","Atwater Salvation IPA",2.98214285714286,2.89880952380952,3.3452380952381,3.08928571428571,6,2.91666666666667,84
"2100","Atwater Block Brewery","Atwater Shaman's Porter",3.1,3.1,3.66,3.08,6,2.86,25
"2101","Atwater Block Brewery","Atwater Vanilla Java Porter",2.95466666666667,3.22533333333333,3.54,3.02,6,2.94666666666667,375
"2102","Atwater Block Brewery","Atwater VJ Black",3.925,3.825,4.125,3.625,11,3.925,20
"2103","Atwater Block Brewery","Atwater Voodoovator",3.40730337078652,3.40449438202247,3.75280898876404,3.37359550561798,9.5,3.29213483146067,178
"2104","Atwater Block Brewery","Atwater Winter Bock",3.06481481481481,3.30555555555556,3.72222222222222,3.2962962962963,7.5,3.07407407407407,54
"2105","Atwater Block Brewery","Atwater's Lager",3.5,3.125,3.5,3.625,5,3.5,4
"2106","Atwater Block Brewery","Detroit Pale Ale",3.5,3.78571428571429,3.85714285714286,3.71428571428571,6.2,3.64285714285714,7
"2107","Atwater Block Brewery","Dirty Blonde Ale",2.93939393939394,2.96212121212121,3.09848484848485,3.01515151515152,4.5,2.81060606060606,66
"2108","Atwater Block Brewery","Michigan Amber",3,3.5,4,3.5,5,3,1
"2109","Atwater Block Brewery","Michigan Lager",3.46153846153846,3.15384615384615,3.30769230769231,3.42307692307692,5,3.30769230769231,13
"2110","Atwater Block Brewery","Teufel Bock",3.68421052631579,3.89473684210526,3.97368421052632,3.68421052631579,10.9,3.81578947368421,19
"2111","Atwater Block Brewery","Uber Ursa Pils",3.5,3.375,3.8125,3.5625,6.8,3.5,8
"2112","Au Grimoire Des Légendes","Lomgné",4,3,2.5,3.5,6,3.5,1
"2113","Auburn Alehouse Brewery & Restaurant","Apollo IPA",3,3.5,4,3,7.1,3.5,1
"2114","Auburn Alehouse Brewery & Restaurant","Fool's Gold Ale",2.75,2.875,3.25,2.875,7.5,2.625,4
"2115","Auburn Alehouse Brewery & Restaurant","Gold Country Pilsner",4,3.5,3.5,4,5.4,3.5,1
"2116","Auburn Alehouse Brewery & Restaurant","Gold Digger IPA",3.7,3.8,3.73333333333333,3.73333333333333,6.2,3.76666666666667,15
"2117","Auburn Alehouse Brewery & Restaurant","Independence Day Ale",3.5,3.5,4,3.5,6.2,3.5,1
"2118","Auburn Alehouse Brewery & Restaurant","Isotope PU240",3.5,3.75,4,3.4375,8.6,3.4375,8
"2119","Auburn Alehouse Brewery & Restaurant","McFord's Irish Red Ale",4,3,4,4,4.2,4,1
"2120","Auburn Alehouse Brewery & Restaurant","Old Prospector Barleywine",4.25,4,4,3.75,10,4.25,4
"2121","Auburn Alehouse Brewery & Restaurant","Old Town Brown",3,3,2.75,2.5,3.8,2.75,2
"2122","Auburn Alehouse Brewery & Restaurant","Scarlet Harlot",4,4.16666666666667,4,3.83333333333333,6.8,4,3
"2123","Auburn Alehouse Brewery & Restaurant","Shanghai Oatmeal Stout",3.66666666666667,4,3.5,3.83333333333333,4.8,3.5,3
"2124","Auchan Production","Sterling Premium",2,2,3,2,5.5,1.5,1
"2125","AuerBräu AG","AuerBräu Rosenheimer Bajuwaren Dunkel",4,4,4.5,4,5.5,4,1
"2126","AuerBräu AG","AuerBräu Rosenheimer Hefe Weissbier",3.75,4,4.125,3.875,5.5,4,4
"2127","AuerBräu AG","Chiemseer Braustoff",3.5,3.5,4,3.5,5.6,4,1
"2128","AuerBräu AG","Rosenheimer Helles",3.5,3.5,3.5,4,4.9,3.5,1
"2129","Auerhahn Bräu Schlitz GmbH","Dark",4,4,3.5,4,4.9,3.5,1
"2130","Auerhahn Bräu Schlitz GmbH","Vogelsberger Festtagsbier",3,3,3,3,5.3,3,1
"2131","Auerhahn Bräu Schlitz GmbH","Vogelsberger Urstoff",3,3,4,3.5,4.9,3.5,1
"2132","August Schell Brewing Company","""Not Guilty"" 1924 Deer Brand",4.07142857142857,3.78571428571429,3.64285714285714,3.71428571428571,5.91,4.07142857142857,7
"2133","August Schell Brewing Company","1890 Schwarzbier",4.375,4,4,4.1875,5.2,4.3125,8
"2134","August Schell Brewing Company","Barrel Aged Schmaltz's Alt",4.075,3.9125,3.9,3.7375,5.1,3.9375,40
"2135","August Schell Brewing Company","Bock",3.61764705882353,3.44117647058824,3.61764705882353,3.55882352941176,5.6,3.70588235294118,17
"2136","August Schell Brewing Company","Burton Ale",4.14102564102564,4.02564102564103,4.03846153846154,4.12820512820513,8,4.16666666666667,39
"2137","August Schell Brewing Company","Caramel Bock",3.5787037037037,3.43981481481481,3.55555555555556,3.30092592592593,4,3.37962962962963,108
"2138","August Schell Brewing Company","Doppel Bock",3.65625,3.453125,3.765625,3.59375,6.8,3.6875,32
"2139","August Schell Brewing Company","FireBrick",3.83488372093023,3.45348837209302,3.76976744186046,3.58372093023256,5,3.66976744186047,215
"2140","August Schell Brewing Company","German Pale Ale",3.8125,3.84375,3.75,3.75,5.8,3.78125,16
"2141","August Schell Brewing Company","Grain Belt Nordeast",3.75,3.2421875,3.65625,3.4765625,4.7,3.53125,64
"2142","August Schell Brewing Company","Grain Belt Premium",3.74397590361446,3.03614457831325,3.26807228915663,3.26506024096386,4.6,3.40060240963855,166
"2143","August Schell Brewing Company","Hopfenmalz",4.00568181818182,3.79545454545455,3.89772727272727,3.88636363636364,4.9,3.88068181818182,88
"2144","August Schell Brewing Company","Lakemaid",3.953125,3.359375,3.71875,3.71875,4.5,3.640625,32
"2145","August Schell Brewing Company","Maifest",3.69230769230769,3.52403846153846,3.70673076923077,3.63461538461538,7.2,3.61538461538462,104
"2146","August Schell Brewing Company","Oktoberfest",3.7843137254902,3.44444444444444,3.73856209150327,3.55555555555556,5.5,3.59150326797386,153
"2147","August Schell Brewing Company","Schell's Anniversary Series #7 --  Roggenbier",3.95833333333333,3.70833333333333,3.5,3.79166666666667,5.5,3.83333333333333,12
"2148","August Schell Brewing Company","Schell's Anniversary Series #8, 1905 V.T. (Vacuum Tonic)",4.16666666666667,4,4.08333333333333,4,6.4,4.16666666666667,6
"2149","August Schell Brewing Company","Schell's Bock",4.07407407407407,3.78703703703704,3.91666666666667,3.94444444444444,6.1,4.02777777777778,54
"2150","August Schell Brewing Company","Schell's Dark",3.38425925925926,3.25925925925926,3.4537037037037,3.14351851851852,4.8,3.23611111111111,108
"2151","August Schell Brewing Company","Schell's Deer Brand",3.45,3.04,2.96,3.21,4.8,3.13,50
"2152","August Schell Brewing Company","Schell's Hefeweizen",4.00833333333333,3.93333333333333,3.625,3.66666666666667,4.4,3.84166666666667,60
"2153","August Schell Brewing Company","Schell's Original Light",2.95,2.9,2.85,2.75,4,2.75,10
"2154","August Schell Brewing Company","Schell's Pale Ale",3.75735294117647,3.53308823529412,3.75367647058824,3.56985294117647,5.75,3.57352941176471,136
"2155","August Schell Brewing Company","Schell's Pils",3.8343023255814,3.51162790697674,3.64244186046512,3.63662790697674,5.6,3.63081395348837,172
"2156","August Schell Brewing Company","Schmaltz's Alt",3.8936170212766,3.62234042553191,3.8031914893617,3.77659574468085,5.1,3.75,94
"2157","August Schell Brewing Company","Snowstorm 2005",3.70833333333333,3.375,3.90277777777778,3.66666666666667,5,3.5,36
"2158","August Schell Brewing Company","Snowstorm 2008",4.24107142857143,3.88392857142857,4.05357142857143,4.03571428571429,6,4.14285714285714,56
"2159","August Schell Brewing Company","Snowstorm 2009",4,3.8448275862069,3.89655172413793,3.81896551724138,5.8,3.93103448275862,58
"2160","August Schell Brewing Company","Snowstorm 2010",4.14615384615385,4.10769230769231,4,3.93076923076923,7,4.13076923076923,65
"2161","August Schell Brewing Company","Snowstorm 2011",3.7037037037037,3.64814814814815,3.90740740740741,3.7962962962963,7,3.7962962962963,27
"2162","August Schell Brewing Company","Stout",3.93046357615894,3.6887417218543,4,3.7682119205298,5,3.86092715231788,151
"2163","August Schell Brewing Company","Wild Rice Farmhouse Ale",3.8,3.68333333333333,3.55,3.76666666666667,7,3.63333333333333,30
"2164","August Schell Brewing Company","Zommerfest",3.83035714285714,3.39285714285714,3.52678571428571,3.65625,5,3.61160714285714,112
"2165","Augusta Bräu","Augusta Bräu Hunnen-Bock",3,3,2.5,2.5,8,3,1
"2166","Augusta Bräu","Augusta Bräu Privat",3,2.5,3,3,5.2,2.5,1
"2167","Augusta Bräu","Augusta Bräu Schwarzbier",3,2.5,2.5,3,5,3,1
"2168","Augusta Brewing Company","Augusta  Tripel",3.83333333333333,3.83333333333333,4,3.66666666666667,9,3.72222222222222,9
"2169","Augusta Brewing Company","Augusta Saison",3.58333333333333,3.66666666666667,3.61111111111111,3.58333333333333,6.5,3.52777777777778,18
"2170","Augusta Brewing Company","Augusta Tripel IPA",4.5,4.33333333333333,4,4.33333333333333,9,4.16666666666667,3
"2171","Augusta Brewing Company","Augusta Winter Ale",2.625,3.375,3.25,2.875,7,3.125,4
"2172","Augustiner Bräu Kloster Mülln OHG","Augustiner Bräu Christmas Bock Bier",3.75,3.75,4.75,3.5,6.5,4,2
"2173","Augustiner Bräu Kloster Mülln OHG","Augustiner Bräu Märzen Bier",4.68181818181818,4.09090909090909,4.27272727272727,4.18181818181818,4.6,4.36363636363636,11
"2174","Augustiner-Bräu Wagner KG","2010 Oktoberfest 200th Anniversary Jubiläumsbier Collaboration",4.16666666666667,4,4,3.83333333333333,6,4.33333333333333,3
"2175","Augustiner-Bräu Wagner KG","Augustiner Bräu Dunkel",4.02631578947368,3.78947368421053,3.92105263157895,3.84210526315789,5.6,3.94736842105263,38
"2176","Augustiner-Bräu Wagner KG","Augustiner Bräu Edelstoff",4.07065217391304,3.64673913043478,3.73369565217391,3.8695652173913,5.6,3.8695652173913,184
"2177","Augustiner-Bräu Wagner KG","Augustiner Bräu Heller Bock",3.85714285714286,3.71428571428571,3.85714285714286,3.71428571428571,7,3.71428571428571,7
"2178","Augustiner-Bräu Wagner KG","Augustiner Bräu Lagerbier Hell",4.35625,3.85625,4.03125,4.0875,5.2,4.175,80
"2179","Augustiner-Bräu Wagner KG","Augustiner Bräu Maximator",3.91635687732342,3.92379182156134,3.85315985130112,3.89776951672862,7.5,3.99256505576208,269
"2180","Augustiner-Bräu Wagner KG","Augustiner Bräu Oktoberfestbier",3.98076923076923,3.73076923076923,3.75,3.65384615384615,6,3.80769230769231,26
"2181","Augustiner-Bräu Wagner KG","Augustiner Bräu Pils",4,3.6,3.6,3.9,5.6,3.7,5
"2182","Augustiner-Bräu Wagner KG","Augustiner Bräu Weissbier",4.03846153846154,4.01923076923077,4.19230769230769,3.98076923076923,5.4,3.98076923076923,26
"2183","Augustiner-Bräu Wagner KG","Augustiner-Bräu Münchner Bier Edelstoff",4.25,4,3.25,3.25,5.6,4,2
"2184","Austin Beerworks","Battle Axe",4.16666666666667,4.16666666666667,4,4,8,4.33333333333333,3
"2185","Austin Beerworks","Black Thunder",3.75,3.75,4,4,5.2,3.75,2
"2186","Austin Beerworks","Fire Eagle IPA",3.85185185185185,4.07407407407407,3.75925925925926,3.98148148148148,6.2,3.7962962962963,27
"2187","Austin Beerworks","Peacemaker Extra Pale Ale",3.44117647058824,3.17647058823529,3.20588235294118,3.64705882352941,5.1,3.55882352941176,17
"2188","Austin Beerworks","Pearl Snap Pils",4,3.81578947368421,3.89473684210526,4.07894736842105,5.3,4.07894736842105,19
"2189","Australian Brewing Corporation","King Lager",2.78571428571429,2.71428571428571,2.92857142857143,2.85714285714286,5.2,2.78571428571429,7
"2190","Australian Brewing Corporation","OZ Lager",1.5,2,2.5,3,4.9,1.5,1
"2191","Avalon Brewing","Blueberry Hefe",3.5,3.5,3.5,3.5,5,4,1
"2192","Avalon Brewing","French Farmhouse Winter Ale",4,3.5,3.5,3.5,7.5,3.5,1
"2193","Avalon Brewing","Mad Scow Stout",3,3.5,3.5,3,4.7,3,1
"2194","Avery Brewing Company","14'ER ESB",3.72027972027972,3.48951048951049,3.74825174825175,3.52797202797203,5.13,3.54195804195804,286
"2195","Avery Brewing Company","Ale To The Chief",3.98563968668407,4.09791122715405,4.10443864229765,4,8.75,4.08485639686684,383
"2196","Avery Brewing Company","Avery  De Vogelbekdieren (The Platypus)",4.35714285714286,4.28571428571429,4.28571428571429,4.42857142857143,10.5,4.57142857142857,7
"2197","Avery Brewing Company","Avery Anniversary Ale - Eighteen (Dry Hopped Rye Saison)",3.58125,3.703125,3.809375,3.6,8.12,3.56875,160
"2198","Avery Brewing Company","Avery Anniversary Ale - Eleven",4.09278350515464,4.28350515463918,4.19587628865979,4.20103092783505,9,4.19072164948454,97
"2199","Avery Brewing Company","Avery Anniversary Ale - Fifteen",3.46,3.64533333333333,3.82933333333333,3.616,7.68,3.50533333333333,375
"2200","Avery Brewing Company","Avery Anniversary Ale - Fourteen",3.88865546218487,4.07352941176471,4.26050420168067,4.02941176470588,9.46,4.05042016806723,238
"2201","Avery Brewing Company","Avery Anniversary Ale - Seventeen (Dry Hopped Black Lager)",3.85679611650485,3.90776699029126,4.20631067961165,3.99271844660194,8.69,3.96601941747573,206
"2202","Avery Brewing Company","Avery Anniversary Ale - Sixteen",3.85990338164251,3.75603864734299,3.7463768115942,3.80917874396135,7.69,3.76811594202899,207
"2203","Avery Brewing Company","Avery Anniversary Ale - Ten",3.83152173913043,3.95108695652174,3.92391304347826,3.95108695652174,10,4.02173913043478,92
"2204","Avery Brewing Company","Avery Anniversary Ale - Thirteen",3.8972602739726,4.05936073059361,4.04109589041096,4.05022831050228,9.5,4.05707762557078,219
"2205","Avery Brewing Company","Avery Anniversary Ale - Twelve (Saison Ale)",3.6,3.8972972972973,3.9027027027027,3.68648648648649,7.6,3.69189189189189,185
"2206","Avery Brewing Company","Bad Sally",3.5,3.75,4,3.75,9,3.5,4
"2207","Avery Brewing Company","Ballsmack!!! Baltic Porter",3.75,3.75,4,3.5,6.7,3.25,2
"2208","Avery Brewing Company","Big Smoky",3.3,3.8,3.9,3.4,9,3.5,5
"2209","Avery Brewing Company","Black And Tan",3.5,3.5,3.5,4,5,3.5,1
"2210","Avery Brewing Company","Black Tot",3.46846846846847,3.88738738738739,3.9954954954955,3.74774774774775,10.08,3.5990990990991,111
"2211","Avery Brewing Company","Black Tot (Bourbon Barrel)",4.25,4.5,4.25,4.25,10.08,4.25,2
"2212","Avery Brewing Company","Black Tot (Rye Barrel)",4.5,4.75,4.25,4.25,10.08,4.5,2
"2213","Avery Brewing Company","Brabant",3.69444444444444,3.98958333333333,3.99131944444444,3.8125,8.65,3.83854166666667,288
"2214","Avery Brewing Company","Brett Reverend",5,4.5,4.5,4.5,10,4,1
"2215","Avery Brewing Company","Brett Salvation",4.25,4,4.25,4.5,9,4,2
"2216","Avery Brewing Company","Buddha’s Hand",3.75,3.625,4,4,5,3.75,4
"2217","Avery Brewing Company","Calypso",3.7,3.2,3.8,3.8,6.5,3.7,5
"2218","Avery Brewing Company","Coffee Czar",5,5,4,4.5,11.03,4.5,1
"2219","Avery Brewing Company","Collaboration Not Litigation Ale",3.88322884012539,3.92476489028213,3.96081504702194,3.92711598746082,8.72,3.95141065830721,638
